batch_size,dts,fps
1,0.003996560990344733,250.21512305602087
1,0.004032260010717437,247.99988030089256
1,0.004144072998315096,241.3084905614794
1,0.004087534005520865,244.64628273412302
1,0.004164082987699658,240.1489122464451
1,0.004128289001528174,242.23110340139192
1,0.0040701699908822775,245.68998401544238
1,0.004151897999690846,240.8537011445033
1,0.004081096005393192,245.03221651205808
1,0.00413517199922353,241.82790950116998
1,0.004001396999228746,249.9127180314141
1,0.005079961993033066,196.85186648472055
1,0.004907003021799028,203.79037786558678
1,0.005099212983623147,196.10869426549613
1,0.005149242002516985,194.20334090166924
1,0.004289422009605914,233.13164285550766
1,0.004026701004477218,248.34225309704337
1,0.004084329993929714,244.8381990402925
1,0.0040622130036354065,246.17123698463558
1,0.0039794850163161755,251.28879638946444
1,0.0039597220020368695,252.54298142283798
1,0.00398342902190052,251.03999456299928
1,0.004093537980224937,244.2874610742101
1,0.003992758021922782,250.4534445887689
1,0.004098350997082889,244.00057503902832
1,0.004054086020914838,246.6647216761182
1,0.004035182006191462,247.8202962011701
1,0.00400096399243921,249.93976498907313
1,0.003920057002687827,255.09833130343256
1,0.003997632011305541,250.14808696046575
1,0.00407379399985075,245.47142050791882
1,0.004047814989462495,247.04686419790866
1,0.003964292991440743,252.25178919900418
1,0.004112793016247451,243.1437701944964
1,0.004122253012610599,242.585789116012
1,0.004001744004199281,249.89104724106218
1,0.004166730999713764,239.9962944737003
1,0.004171408014371991,239.72720878769056
1,0.00395140700857155,253.0744106670763
1,0.003964795003412291,252.21984973733885
1,0.003980120993219316,251.24864337130396
1,0.004009138006949797,249.43017632880455
1,0.004135510011110455,241.80814393228442
1,0.003902024996932596,256.2771896095247
1,0.004056353005580604,246.5268675147925
1,0.003970640012994409,251.84856766853122
1,0.004145975020946935,241.19778699766536
1,0.004032612981973216,247.97817307791473
1,0.003914475993951783,255.46203413818094
1,0.003928250021999702,254.56628127018843
1,0.003946948010707274,253.3603172089426
1,0.00399588601430878,250.2573888291913
1,0.003990528988651931,250.59334309906043
1,0.004086500994162634,244.70812595627675
1,0.003922314994269982,254.95147673271435
1,0.003959616995416582,252.54967870820354
1,0.004060677980305627,246.2642949896596
1,0.004119397985050455,242.75391783679575
1,0.0039974210085347295,250.16129095858082
1,0.00395441401633434,252.88196831928573
1,0.003941513015888631,253.70967848359257
1,0.003942430019378662,253.65066598128297
1,0.00404914899263531,246.96547393509704
1,0.004025975009426475,248.38703609897874
1,0.004055119003169239,246.60188744607981
1,0.003874390007695183,258.10514636209405
1,0.003940517985029146,253.77374340104768
1,0.004088793008122593,244.57095236013407
1,0.004039774998091161,247.53853877320176
1,0.003919876995496452,255.11004583789247
1,0.004098570003407076,243.98753691378113
1,0.0039779520011506975,251.3856375619241
1,0.0039650300168432295,252.20490027870028
1,0.0040142349898815155,249.11346807564848
1,0.004173280001850799,239.61967554453864
1,0.004122270998777822,242.58473067308816
1,0.004150258988374844,240.9488185679659
1,0.003978527995059267,251.34924304713945
1,0.004121756996028125,242.61498214563264
1,0.004157290997682139,240.5412564474176
1,0.004053723998367786,246.6867503566216
1,0.003995369013864547,250.28977211612886
1,0.00405725502059795,246.4720592921029
1,0.003917002992238849,255.29722647171835
1,0.0039585650083608925,252.61679368354393
1,0.004156795999733731,240.5699004868308
1,0.0039684259973000735,251.98907594102852
1,0.003946659009670839,253.37886996307859
1,0.003908671002136543,255.84143547855106
1,0.003952261002268642,253.0197270438336
1,0.003924213000573218,254.8281655083269
1,0.0040391579968854785,247.57635149976352
1,0.003901535994373262,256.3093103439736
1,0.003955071995733306,252.83989800407946
1,0.0039042109856382012,256.1336986342543
1,0.00404283101670444,247.35142178046348
1,0.003988208016380668,250.73917807013197
1,0.003906714002368972,255.96959475242244
1,0.004000664019258693,249.95850568458783
1,0.003983616014011204,251.02821067160903
1,0.004165840015048161,240.04762458177095
1,0.004065901011927053,245.94794537952737
1,0.004086903005372733,244.68405506207952
1,0.003952298022340983,253.01735707867763
1,0.0040118809847626835,249.25963751119437
1,0.0038973230111878365,256.58637919652887
1,0.004068467009346932,245.79282508684258
1,0.004124708997551352,242.44134570309168
1,0.004551688994979486,219.69866594642127
