epoch,CenteredInstanceConfmapsHead_loss,ClassVectorsHead_accuracy,ClassVectorsHead_loss,loss,lr,val_CenteredInstanceConfmapsHead_loss,val_ClassVectorsHead_accuracy,val_ClassVectorsHead_loss,val_loss
26,0.0002635926066432148,0.9821875095367432,0.0723671242594719,0.0002708294487092644,1e-04,0.0002567209012340754,0.9750000238418579,0.09347504377365112,0.00026606835308484733
27,0.00026035812334157526,0.9828125238418579,0.0660322830080986,0.00026696137501858175,1e-04,0.00024493352975696325,0.9775000214576721,0.07947733998298645,0.000252881261985749
28,0.00025578902568668127,0.9821875095367432,0.07086599618196487,0.0002628756919875741,1e-04,0.00024264254898298532,0.9725000262260437,0.0882139801979065,0.0002514639054425061
29,0.0002521775313653052,0.9825000166893005,0.07045025378465652,0.00025922252098098397,1e-04,0.00024136515276040882,0.9825000166893005,0.06703320145606995,0.0002480685361661017
30,0.0002499627007637173,0.9840624928474426,0.06515660881996155,0.0002564782917033881,1e-04,0.0002397911302978173,0.987500011920929,0.07113391160964966,0.00024690452846698463
31,0.00024599593598395586,0.9846875071525574,0.06056366115808487,0.0002520523266866803,1e-04,0.00023723185586277395,0.9775000214576721,0.08371122181415558,0.0002456029469612986
32,0.0002437173534417525,0.9850000143051147,0.06418217718601227,0.0002501355193089694,1e-04,0.00023211886582430452,0.9800000190734863,0.0859958827495575,0.00024071843654382974
33,0.00023919364321045578,0.9846875071525574,0.0637185126543045,0.00024556557764299214,1e-04,0.00023128712200559676,0.9775000214576721,0.10068216174840927,0.00024135535932146013
34,0.00023768801474943757,0.9818750023841858,0.0686243325471878,0.0002445504942443222,1e-04,0.00022437209554482251,0.9725000262260437,0.09957293421030045,0.00023432946181856096
35,0.00023555345251224935,0.9846875071525574,0.060783255845308304,0.00024163177295122296,1e-04,0.0002250534453196451,0.9825000166893005,0.08418590575456619,0.0002334720775252208
36,0.0002339315105928108,0.9853125214576721,0.06148819997906685,0.00024008027685340494,1e-04,0.00022740101849194616,0.9825000166893005,0.07312986999750137,0.00023471399617847055
37,0.00022983325470704585,0.9884374737739563,0.05558479204773903,0.0002353916352149099,1e-04,0.00022564519895240664,0.9775000214576721,0.07800842076539993,0.00023344602959696203
38,0.000229000230319798,0.9834374785423279,0.06259343028068542,0.00023525962023995817,1e-04,0.00022046096273697913,0.9825000166893005,0.07638610899448395,0.00022809951042290777
39,0.0002249293465865776,0.9859374761581421,0.059937767684459686,0.00023092342598829418,1e-04,0.00021694520546589047,0.9850000143051147,0.07019320130348206,0.00022396445274353027
40,0.00022450965479947627,0.9828125238418579,0.0605134516954422,0.00023056076315697283,1e-04,0.00021865386224817485,0.9825000166893005,0.07468809932470322,0.00022612274915445596
41,0.00022105129028204829,0.989062488079071,0.05654924362897873,0.00022670587350148708,1e-04,0.00021465803729370236,0.9725000262260437,0.0926826223731041,0.0002239263994852081
42,0.00021926242334302515,0.987500011920929,0.05701552331447601,0.0002249638782814145,1e-04,0.0002114241215167567,0.9775000214576721,0.08055371046066284,0.0002194794942624867
43,0.00021757189824711531,0.984375,0.06574267148971558,0.00022414614795707166,1e-04,0.00021134769485797733,0.9800000190734863,0.08918898552656174,0.0002202666801167652
44,0.00021483660384546965,0.9878125190734863,0.0563172772526741,0.00022046822414267808,1e-04,0.00020898958609905094,0.9850000143051147,0.07272159308195114,0.00021626183297485113
45,0.0002146884799003601,0.9818750023841858,0.06527391076087952,0.00022121606161817908,1e-04,0.00020587896869983524,0.9825000166893005,0.07678182423114777,0.00021355703938752413
46,0.00021202269999776036,0.9862499833106995,0.05642380192875862,0.00021766516147181392,1e-04,0.00020202863379381597,0.987500011920929,0.061180178076028824,0.00020814665185753256
47,0.00021034147357568145,0.9896875023841858,0.053512606769800186,0.00021569259115494788,1e-04,0.00020208151545375586,0.9825000166893005,0.07923585921525955,0.00021000504784751683
48,0.000208446872420609,0.9906250238418579,0.05156505107879639,0.00021360335813369602,1e-04,0.00020041337120346725,0.987500011920929,0.063273586332798,0.00020674070401582867
49,0.00020625075558200479,0.9859374761581421,0.05961030349135399,0.00021221168572083116,1e-04,0.00020129380573052913,0.9775000214576721,0.08910928666591644,0.00021020475833211094
50,0.0002051398332696408,0.9868749976158142,0.056427840143442154,0.0002107825130224228,1e-04,0.00020597899856511503,0.9850000143051147,0.07001528888940811,0.00021298050705809146
51,0.00020437611965462565,0.9893749952316284,0.050588808953762054,0.00020943483104929328,1e-04,0.00019913827418349683,0.9725000262260437,0.10600849986076355,0.00020973921346012503
52,0.0002028786693699658,0.9887499809265137,0.05286412313580513,0.00020816507458221167,1e-04,0.00019728849292732775,0.987500011920929,0.07036653906106949,0.00020432517339941114
53,0.00020330936240497977,0.9887499809265137,0.05319159850478172,0.00020862874225713313,1e-04,0.00020221972954459488,0.9825000166893005,0.07624266296625137,0.00020984401635359973
54,0.00020030913583468646,0.9893749952316284,0.051516130566596985,0.0002054608048638329,1e-04,0.00019773448002524674,0.9825000166893005,0.074458047747612,0.00020518031669780612
55,0.00019986701954621822,0.9865624904632568,0.05869258940219879,0.0002057361853076145,1e-04,0.00019655638607218862,0.9825000166893005,0.06384339928627014,0.00020294070418458432
56,0.0001978796935873106,0.9915624856948853,0.04852601885795593,0.00020273230620659888,1e-04,0.00019339824211783707,0.9850000143051147,0.07565479725599289,0.00020096369553357363
57,0.00019665583386085927,0.9884374737739563,0.055420029908418655,0.00020219777070451528,1e-04,0.00018886415637098253,0.987500011920929,0.06881411373615265,0.00019574555335566401
58,0.00019559345673769712,0.987500011920929,0.053901318460702896,0.00020098371896892786,1e-04,0.00018631605780683458,0.9850000143051147,0.06593181937932968,0.00019290918135084212
59,0.0001952527672983706,0.9896875023841858,0.053252387791872025,0.0002005778660532087,1e-04,0.000187776648090221,0.9800000190734863,0.06642335653305054,0.0001944189571077004
60,0.00019348799833096564,0.9881250262260437,0.05510878935456276,0.00019899904145859182,1e-04,0.00018798680684994906,0.9850000143051147,0.07092732191085815,0.0001950795267475769
61,0.00019220296235289425,0.9893749952316284,0.053571756929159164,0.00019756017718464136,1e-04,0.00018335305503569543,0.9850000143051147,0.07372011989355087,0.00019072504073847085
62,0.00019281884306110442,0.9878125190734863,0.05346506088972092,0.00019816543499473482,1e-04,0.00018524113693274558,0.9775000214576721,0.0796772763133049,0.00019320887804497033
63,0.00019077931938227266,0.9868749976158142,0.056767791509628296,0.0001964559342013672,1e-04,0.0001807453081710264,0.9825000166893005,0.06742389500141144,0.00018748774891719222
64,0.00018967244250234216,0.9909374713897705,0.049896661192178726,0.00019466211961116642,1e-04,0.00018286066188011318,0.9825000166893005,0.08069776743650436,0.0001909305137814954
65,0.00018810940673574805,0.9906250238418579,0.0505378283560276,0.00019316327234264463,1e-04,0.00018014799570664763,0.987500011920929,0.06475766003131866,0.00018662378715816885
66,0.00018723323591984808,0.9881250262260437,0.054559506475925446,0.0001926892582559958,1e-04,0.00018249540880788118,0.9800000190734863,0.07932808995246887,0.00019042816711589694
67,0.0001868141262093559,0.9887499809265137,0.05202236771583557,0.00019201627583242953,1e-04,0.00017772892897482961,0.9900000095367432,0.053368259221315384,0.00018306582933291793
68,0.0001852990098996088,0.9900000095367432,0.050905127078294754,0.00019038935715798289,1e-04,0.00017795313033275306,0.9850000143051147,0.06357069313526154,0.00018431013450026512
69,0.00018394993094261736,0.9909374713897705,0.05026162788271904,0.00018897598783951253,1e-04,0.00017749117978382856,0.987500011920929,0.06877770274877548,0.00018436893878970295
70,0.00018311996245756745,0.9903125166893005,0.04715193435549736,0.0001878352341009304,1e-04,0.00017809701967053115,0.987500011920929,0.05518682301044464,0.00018361562979407609
71,0.00018321929383091629,0.989062488079071,0.05288848280906677,0.00018850826018024236,1e-04,0.00017705345817375928,0.9825000166893005,0.062382422387599945,0.00018329171871300787
72,0.0001828394888434559,0.9893749952316284,0.04840974509716034,0.00018768019799608737,1e-04,0.00017450182349421084,0.987500011920929,0.06890010833740234,0.0001813918206607923
73,0.0001823834900278598,0.9921875,0.04571715369820595,0.000186955148819834,1e-04,0.0001750304945744574,0.9900000095367432,0.05559486523270607,0.00018058998102787882
74,0.00018086550699081272,0.9918749928474426,0.044317737221717834,0.0001852973218774423,1e-04,0.00017918557568918914,0.9850000143051147,0.06781487911939621,0.00018596704467199743
75,0.00018090195953845978,0.9893749952316284,0.04955923557281494,0.00018585807993076742,1e-04,0.0001723804307403043,0.9850000143051147,0.07252932339906693,0.00017963341088034213
76,0.00017968501197174191,0.9909374713897705,0.04838908836245537,0.00018452394579071552,1e-04,0.00017429042782168835,0.9800000190734863,0.07487766444683075,0.00018177811580244452
77,0.0001797594886738807,0.9862499833106995,0.0577564612030983,0.00018553523113951087,1e-04,0.00017559881962370127,0.9825000166893005,0.0751442164182663,0.00018311319581698626
78,0.00017788719560485333,0.9921875,0.04482851177453995,0.0001823700440581888,1e-04,0.00017316547746304423,0.9800000190734863,0.06992264091968536,0.00018015774548985064
79,0.00017775362357497215,0.9912499785423279,0.045893799513578415,0.00018234322487842292,1e-04,0.00017402973026037216,0.9825000166893005,0.0764085203409195,0.00018167056259699166
80,0.000176709407242015,0.9887499809265137,0.05226272717118263,0.00018193561118096113,1e-04,0.00017274644051212817,0.9825000166893005,0.06723140180110931,0.00017946962907444686
81,0.00017718609888106585,0.9887499809265137,0.051215194165706635,0.0001823076599976048,1e-04,0.0001713868259685114,0.9850000143051147,0.060948386788368225,0.00017748167738318443
82,0.00017579353880137205,0.9912499785423279,0.04718376696109772,0.00018051188089884818,1e-04,0.00016776246775407344,0.9775000214576721,0.07564964145421982,0.00017532747006043792
83,0.00017504559946246445,0.9912499785423279,0.04496591538190842,0.0001795422867871821,1e-04,0.00017101291450671852,0.9775000214576721,0.08879045397043228,0.00017989192565437406
84,0.0001742016029311344,0.9906250238418579,0.04742046445608139,0.000178943679202348,1e-04,0.00017137546092271805,0.9850000143051147,0.06656613200902939,0.00017803203081712127
85,0.00017317851597908884,0.9918749928474426,0.04389782249927521,0.0001775683049345389,1e-04,0.0001666421303525567,0.987500011920929,0.06766096502542496,0.00017340820340905339
86,0.00017327307432424277,0.9915624856948853,0.04517276585102081,0.0001777902798494324,1e-04,0.00017066280997823924,0.987500011920929,0.05826692655682564,0.00017648949869908392
87,0.00017322621715720743,0.9925000071525574,0.04256661981344223,0.00017748275422491133,1e-04,0.00016756216064095497,0.9825000166893005,0.061662960797548294,0.00017372849106322974
88,0.00017222887254320085,0.9909374713897705,0.045136865228414536,0.00017674255650490522,1e-04,0.0001700422290014103,0.9825000166893005,0.07661598920822144,0.0001777038851287216
89,0.0001715037360554561,0.9881250262260437,0.05206189304590225,0.00017670988745521754,1e-04,0.000166961457580328,0.9800000190734863,0.07264923304319382,0.00017422635573893785
90,0.00017018923244904727,0.9903125166893005,0.048315998166799545,0.00017502086120657623,1e-04,0.00016449273971375078,0.9850000143051147,0.07287352532148361,0.00017178012058138847
91,0.0001700898865237832,0.9903125166893005,0.049781884998083115,0.00017506822769064456,1e-04,0.00016787211643531919,0.9800000190734863,0.07048449665307999,0.00017492059851065278
92,0.00017034968186635524,0.989062488079071,0.04568500444293022,0.00017491815378889441,1e-04,0.00016490295820403844,0.987500011920929,0.06314674019813538,0.0001712175871944055
93,0.0001695587270660326,0.9931250214576721,0.042658399790525436,0.00017382441728841513,1e-04,0.00016374627011828125,0.987500011920929,0.06651734560728073,0.00017039805243257433
94,0.00016854047134984285,0.9903125166893005,0.04818880558013916,0.00017335935262963176,1e-04,0.00016589202277828008,0.987500011920929,0.06593344360589981,0.00017248532094527036
95,0.0001679401466390118,0.9918749928474426,0.044591594487428665,0.0001723993627820164,1e-04,0.00016438921738881618,0.9850000143051147,0.062136996537446976,0.0001706029725028202
96,0.00016796481213532388,0.9915624856948853,0.046623412519693375,0.00017262717301491648,1e-04,0.00016475892334710807,0.9850000143051147,0.06327514350414276,0.00017108645988628268
97,0.0001683083246462047,0.9903125166893005,0.0450408011674881,0.0001728126226225868,1e-04,0.00016227610467467457,0.9825000166893005,0.061690762639045715,0.00016844511264935136
98,0.00016697790124453604,0.9909374713897705,0.045653168112039566,0.00017154317174572498,1e-04,0.00016479002078995109,0.9900000095367432,0.05484246835112572,0.00017027425928972661
99,0.00016674416838213801,0.9915624856948853,0.04396866634488106,0.00017114111687988043,1e-04,0.00016006924852263182,0.9825000166893005,0.06449046730995178,0.00016651822079438716
100,0.00016569763829465955,0.9915624856948853,0.04613828286528587,0.00017031148308888078,1e-04,0.00016072385187726468,0.987500011920929,0.058232132345438004,0.00016654709179420024
101,0.00016595145280007273,0.989062488079071,0.05102045089006424,0.000171053281519562,1e-04,0.00016017579764593393,0.9850000143051147,0.06625501811504364,0.00016680128464940935
102,0.00016445759683847427,0.9903125166893005,0.04645587131381035,0.00016910331032704562,1e-04,0.00016093667363747954,0.9900000095367432,0.058106884360313416,0.00016674742801114917
103,0.00016382464673370123,0.9909374713897705,0.04715035855770111,0.00016853967099450529,1e-04,0.00016066808893810958,0.9800000190734863,0.05575358495116234,0.00016624345153104514
104,0.00016406585928052664,0.9915624856948853,0.04496241733431816,0.0001685619354248047,1e-04,0.0001574823254486546,0.9825000166893005,0.06185878440737724,0.00016366815543733537
105,0.00016360687732230872,0.9912499785423279,0.0470186322927475,0.00016830881941132247,1e-04,0.000159057934070006,0.987500011920929,0.06066594645380974,0.000165124554769136
106,0.0001634950895095244,0.9925000071525574,0.04336784407496452,0.00016783182218205184,1e-04,0.00016234493523370475,0.9900000095367432,0.05820024386048317,0.0001681649882812053
107,0.00016272638458758593,0.9906250238418579,0.04436686635017395,0.00016716313257347792,1e-04,0.00016095463070087135,0.9850000143051147,0.07473883032798767,0.0001684285089140758
108,0.00016218872042372823,0.9928125143051147,0.04096787050366402,0.00016628546291030943,1e-04,0.00015941694437060505,0.9850000143051147,0.06255792081356049,0.00016567276907153428
109,0.00016223275451920927,0.9906250238418579,0.04786127433180809,0.00016701877757441252,1e-04,0.0001612664054846391,0.9825000166893005,0.06851145625114441,0.00016811751993373036
110,0.00016236751980613917,0.9909374713897705,0.04892123118042946,0.00016725969908293337,1e-04,0.00015474771498702466,0.9850000143051147,0.0557374581694603,0.0001603214768692851
111,0.00016120768850669265,0.9925000071525574,0.042713578790426254,0.00016547917039133608,1e-04,0.00015883166634012014,0.9800000190734863,0.08913075178861618,0.00016774471441749483
112,0.00016214605420827866,0.9918749928474426,0.042853180319070816,0.00016643127310089767,1e-04,0.00015799420361872762,0.9825000166893005,0.08086694777011871,0.00016608090663794428
113,0.0001611631887499243,0.9918749928474426,0.04403394088149071,0.00016556645277887583,1e-04,0.00015743343101348728,0.9825000166893005,0.07025299966335297,0.00016445873188786209
114,0.00016062549548223615,0.9893749952316284,0.04585139825940132,0.00016521051293238997,1e-04,0.00015859957784414291,0.987500011920929,0.056086596101522446,0.00016420827887486666
115,0.00016086810501292348,0.9900000095367432,0.04759705439209938,0.0001656275853747502,1e-04,0.00015439205162692815,0.9850000143051147,0.07682610303163528,0.0001620746625121683
116,0.00016012847481761128,0.9928125143051147,0.04186757653951645,0.00016431516269221902,1e-04,0.00015887785411905497,0.9900000095367432,0.05914798378944397,0.0001647926983423531
117,0.00015959983284119517,0.9903125166893005,0.04511399194598198,0.00016411123215220869,1e-04,0.00015722935495432466,0.9850000143051147,0.062314752489328384,0.00016346079064533114
118,0.00015871404320932925,0.9915624856948853,0.04291553422808647,0.00016300562128890306,1e-04,0.00015859866107348353,0.9825000166893005,0.06411968916654587,0.00016501065692864358
119,0.00015906488988548517,0.9918749928474426,0.04255194216966629,0.0001633200008654967,1e-04,0.00015738606452941895,0.9850000143051147,0.06507699936628342,0.00016389375377912074
120,0.00015835599333513528,0.9928125143051147,0.041547514498233795,0.00016251072520390153,1e-04,0.0001557232317281887,0.9850000143051147,0.06360950320959091,0.00016208417946472764
121,0.00015814050857443362,0.9912499785423279,0.046948548406362534,0.00016283552395179868,1e-04,0.00015582662308588624,0.9700000286102295,0.104021817445755,0.00016622884140815586
122,0.00015820715634617954,0.9893749952316284,0.04647589847445488,0.00016285479068756104,1e-04,0.0001564668637001887,0.9800000190734863,0.09464803338050842,0.00016593166219536215
123,0.00015769479796290398,0.9896875023841858,0.04909290373325348,0.0001626041776034981,1e-04,0.00015446037286892533,0.987500011920929,0.05879215896129608,0.00016033956489991397
124,0.0001566807331983,0.9928125143051147,0.04050447791814804,0.00016073112783487886,1e-04,0.00015659118071198463,0.9850000143051147,0.068160779774189,0.00016340723959729075
125,0.00015651548164896667,0.9906250238418579,0.0455666221678257,0.00016107196279335767,1e-04,0.00015226313553284854,0.987500011920929,0.05857031047344208,0.00015812015044502914
126,0.000156943075126037,0.9915624856948853,0.04362703859806061,0.00016130568110384047,1e-04,0.0001540595549158752,0.987500011920929,0.05969071760773659,0.00016002863412722945
127,0.00015543933841399848,0.9903125166893005,0.04807458072900772,0.00016024666547309607,1e-04,0.00015073659596964717,0.9900000095367432,0.061672504991292953,0.00015690384316258132
128,0.00015557758160866797,0.9915624856948853,0.04401738941669464,0.00015997944865375757,1e-04,0.00015451983199454844,0.9850000143051147,0.057637300342321396,0.00016028354002628475
129,0.00015512527897953987,0.9896875023841858,0.04601678252220154,0.0001597270165802911,1e-04,0.00015714133041910827,0.9825000166893005,0.0734739825129509,0.00016448873793706298
130,0.00015524875198025256,0.9900000095367432,0.04815545678138733,0.00016006440273486078,1e-04,0.00015240994980558753,0.9850000143051147,0.06213974952697754,0.00015862386499065906
131,0.00015502171299885958,0.9928125143051147,0.04280106723308563,0.00015930183872114867,1e-04,0.00015317989164032042,0.987500011920929,0.06199466064572334,0.00015937938587740064
132,0.00015500174777116627,0.9934375286102295,0.039728887379169464,0.00015897455159574747,1e-04,0.0001535168121336028,0.9825000166893005,0.07001250982284546,0.0001605181023478508
133,0.00015350576722994447,0.9928125143051147,0.039502061903476715,0.0001574560592416674,1e-04,0.0001528209395473823,0.987500011920929,0.06320760399103165,0.00015914166579023004
134,0.00015441878349520266,0.9921875,0.04406418651342392,0.00015882510342635214,1e-04,0.00015337370859924704,0.987500011920929,0.06065060570836067,0.0001594387140357867
135,0.00015366787556558847,0.9918749928474426,0.04474838078022003,0.0001581426477059722,1e-04,0.00015282700769603252,0.9850000143051147,0.06989730149507523,0.0001598167436895892
136,0.00015371419431176037,0.9912499785423279,0.0455506406724453,0.00015826922026462853,1e-04,0.0001507351698819548,0.9850000143051147,0.06157790124416351,0.00015689297288190573
137,0.00015305678243748844,0.9925000071525574,0.040828123688697815,0.00015713977336417884,1e-04,0.00015237912884913385,0.9900000095367432,0.047358036041259766,0.00015711490414105356
138,0.00015324591367971152,0.9915624856948853,0.04493950307369232,0.00015773987979628146,1e-04,0.00015049187641125172,0.9825000166893005,0.07307139039039612,0.00015779903333168477
139,0.00015280130901373923,0.9918749928474426,0.04340614750981331,0.0001571418542880565,1e-04,0.00015302241081371903,0.9825000166893005,0.0695262923836708,0.00015997506852727383
140,0.000152966778841801,0.9925000071525574,0.04078780487179756,0.00015704559336882085,1e-04,0.00015166160301305354,0.9850000143051147,0.06746747344732285,0.00015840833657421172
141,0.00015182008792180568,0.9925000071525574,0.04217665269970894,0.0001560376986162737,1e-04,0.00014828320126980543,0.9900000095367432,0.06199124827980995,0.00015448234626092017
142,0.0001521536469226703,0.9906250238418579,0.046927113085985184,0.00015684643585700542,1e-04,0.00015139886818360537,0.9825000166893005,0.07111115008592606,0.0001585099525982514
143,0.00015093530237209052,0.9918749928474426,0.041942447423934937,0.00015512952813878655,1e-04,0.00015063156024552882,0.9775000214576721,0.0838598906993866,0.0001590175525052473
144,0.00015136718866415322,0.9909374713897705,0.04440712556242943,0.00015580789477098733,1e-04,0.00015030386566650122,0.9850000143051147,0.06736279278993607,0.00015704016550444067
145,0.00015127136430237442,0.9906250238418579,0.04501903057098389,0.00015577331942040473,1e-04,0.00015043231542222202,0.987500011920929,0.06664495915174484,0.000157096772454679
146,0.0001519131037639454,0.9909374713897705,0.04463006183505058,0.0001563761179568246,1e-04,0.000152223467011936,0.9900000095367432,0.058636751025915146,0.00015808721946086735
147,0.00015105860074982047,0.9921875,0.042234182357788086,0.00015528188669122756,1e-04,0.0001483350497437641,0.987500011920929,0.05635744705796242,0.00015397077368106693
148,0.00015008216723799706,0.9934375286102295,0.03904613107442856,0.00015398672258015722,1e-04,0.00014753029972780496,0.9825000166893005,0.06947792321443558,0.00015447812620550394
149,0.00014966019080020487,0.9928125143051147,0.04130123555660248,0.00015379022806882858,1e-04,0.00015106570208445191,0.987500011920929,0.058145660907030106,0.0001568802836118266
150,0.0001499577338108793,0.9937499761581421,0.03817861154675484,0.00015377570525743067,1e-04,0.00014787378313485533,0.9850000143051147,0.06799870729446411,0.0001546736602904275
151,0.00015021275612525642,0.9906250238418579,0.04666440933942795,0.00015487911878153682,1e-04,0.00014968433242756873,0.9850000143051147,0.06969935446977615,0.0001566543069202453
152,0.00015010914648883045,0.9887499809265137,0.0489986278116703,0.00015500887820962816,1e-04,0.00014761756756342947,0.9850000143051147,0.0684981644153595,0.00015446737234015018
153,0.00014940467372070998,0.9931250214576721,0.04126386344432831,0.0001535311748739332,1e-04,0.00014616955013480037,0.9850000143051147,0.06777987629175186,0.00015294755576178432
154,0.000148967927088961,0.9928125143051147,0.041002124547958374,0.00015306792920455337,1e-04,0.00014735345030203462,0.9825000166893005,0.07416290789842606,0.00015476971748284996
155,0.00014945023576729,0.9931250214576721,0.0399707667529583,0.00015344731218647212,1e-04,0.00014742056373506784,0.987500011920929,0.064106784760952,0.0001538312208140269
156,0.00014851581363473088,0.9903125166893005,0.046666745096445084,0.0001531824964331463,1e-04,0.00014850375009700656,0.9850000143051147,0.07053457200527191,0.00015555719437543303
157,0.00014916645886842161,0.9906250238418579,0.045180581510066986,0.00015368433378171176,1e-04,0.00014671665849164128,0.987500011920929,0.06351087242364883,0.00015306772547774017
158,0.00014793667651247233,0.9921875,0.04242083057761192,0.0001521787780802697,1e-04,0.00014741408813279122,0.987500011920929,0.06271877139806747,0.00015368596359621733
159,0.0001483805535826832,0.989062488079071,0.04986478388309479,0.00015336700016632676,1e-04,0.00014663755428045988,0.987500011920929,0.06371717154979706,0.00015300929953809828
160,0.00014791714784223586,0.9931250214576721,0.039570145308971405,0.00015187427925411612,1e-04,0.00014686842041555792,0.987500011920929,0.05185120552778244,0.00015205350064206868
161,0.0001476538018323481,0.9925000071525574,0.04271688312292099,0.00015192548744380474,1e-04,0.00014680709864478558,0.987500011920929,0.05888485535979271,0.0001526956184534356
162,0.00014737008314114064,0.9928125143051147,0.040435563772916794,0.00015141363837756217,1e-04,0.00014697345613967627,0.987500011920929,0.060697536915540695,0.0001530432200524956
163,0.00014659142470918596,0.9934375286102295,0.03946331515908241,0.00015053770039230585,1e-04,0.00014655818813480437,0.987500011920929,0.05566217377781868,0.00015212441212497652
164,0.00014747925160918385,0.9925000071525574,0.04130081087350845,0.0001516092597739771,1e-04,0.00014872710744384676,0.9850000143051147,0.06997626274824142,0.000155724716023542
165,0.000146173159009777,0.9934375286102295,0.04004836082458496,0.00015017797704786062,1e-04,0.00014786743849981576,0.987500011920929,0.06334687024354935,0.00015420210547745228
166,0.00014722641208209097,0.9918749928474426,0.04185323417186737,0.00015141161566134542,1e-04,0.0001441004715161398,0.987500011920929,0.061283040791749954,0.00015022877778392285
